"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"bari","12.50","17.40","19.58","0.32","6,818","6,000","+39.2%","+62.6%","65.0M","3.74M","2.00M","0.48","2.76%","none","15.64","1.60","0.40","14.42","5.15","1.11","10.85","1.21","55.9M","none","6.21M","11.1%","Dec 31","none","0.79%","11.32%","none","0","19.2M","1,000","0.1%","0","0.14","7,000"
