"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"tscdy.ob","9.45","10.40","13.75","21.7K","9,000","-14.2%","+0.2%","23.7B","2.27B","2.25B","none","none","none","0.44","none","none","none","none","23.85","none","none","none","none","none","none","Feb 26","none","none","none","none","none","none","none","3"
