"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"trndq","0.002","0.011","0.09","1.80","21.3K","14.0K","-64.5%","-58.5%","117.0K","10.7M","3.00M","none","2.73","-1.09","-0.36","25.26","0.03","0.00","none","0","269.3M","4.33M","-11.6M","-4.3%","-0.9%","Feb 26","none","none","-5.89%","-31.31%","1.02","3.06","365.0K","2,000","0.1%","0","0"
