"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"mlp","17.00","25.10","27.53","0.00","864","0","+3.5%","+20.9%","180.6M","7.20M","1.70M","none","9.57","0.09","0.27","22.61","0.04","2.62","269.89","1.11","162.7M","4.67M","669.0K","0.4%","0.5%","Dec 31","none","0.38%","0.99%","1.52","0.77","259.0K","4,000","0.2%","4,000","0"
