"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"atlo.ob","35.75","40.00","55.00","45","0","-26.6%","-14.2%","125.0M","3.12M","2.30M","1.68","4.20%","none","29.90","3.29","0.86","13.64","6.57","1.34","12.16","2.93","42.6M","none","10.3M","24.1%","Dec 31","none","1.65%","11.42%","none","0","20.5M","none"
