"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"wcfb","13.75","16.00","17.00","0.19","273","0","+15.3%","+34.7%","29.9M","1.87M","600.0K","1.00","6.25%","none","11.33","0.60","0.16","3.59","2.03","1.41","26.85","4.46","6.77M","none","1.12M","16.6%","47.6%","Dec 31","none","1.18%","5.32%","none","none","3.79M","1,000","0.2%","0","0"
