"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"swk","26.125","44.79","46.15","0.77","402.5K","419.0K","+67.4%","+95.6%","3.82B","85.4M","82.8M","0.96","2.14%","9.72","2.28","0.62","30.33","1.78","4.61","19.66","1.48","2.65B","399.6M","198.7M","7.5%","11.1%","Dec 30","none","9.93%","25.98%","1.39","0.74","152.2M","3.13M","3.8%","3.19M","7.74","404.0K"
