"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"serc.ob","5.50","12.65","13.90","1,455","1,000","+124.9%","+162.8%","20.8M","1.64M","600.0K","none","none","11.64","0.66","0.19","10.02","5.41","1.09","19.20","1.26","15.8M","none","1.04M","6.6%","June 30","none","0.44%","5.83%","none","0","8.90M","none"
