"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"fmday","0.05","0.07","0.531","1.47","45.2K","69.0K","-82.8%","-79.9%","2.08M","29.6M","20.0M","none","none","0.10","-0.19","-0.04","0.04","0.12","0.69","none","1.88","1.08M","-5.34M","-5.38M","none","none","Apr 30","none","-71.90%","-107.80%","1.65","0.21","3.71M","0","4,000","59.0K","1"
