"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"rtn","23.95","32.15","37.44","3.70M","1.70M","+3.9%","+12.3%","11.6B","361.9M","351.1M","0.80","2.49%","29.20","0.43","-0.73","47.37","1.60","1.10","74.08","0.68","16.6B","1.55B","142.0M","0.9%","5.0%","Dec 31","none","0.53%","1.32%","1.47","0.88","579.0M","7.79M","2.2%","7.04M","1.98","3.94M"
