"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"dy","10.50","16.30","40.688","1.43","299.3K","318.0K","-59.1%","-52.2%","699.7M","42.9M","36.5M","none","11.09","1.12","0.19","17.73","3.45","1.47","14.61","0.92","759.9M","115.9M","47.8M","6.3%","10.0%","July 28","none","none","8.55%","10.68%","4.16","0.02","147.9M","1.43M","3.9%","1.30M","5.63","254.0K"
