"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"geni","4.50","5.90","25.00","0.56","109.6K","0","-0.3%","+16.5%","142.0M","24.1M","8.20M","none","-1.10","-5.66","-4.45","1.95","0.09","none","none","3.02","42.2M","-29.2M","-128.4M","none","-68.3%","Dec 31","none","-288.67%","none","0.51","none","2.22M","2.70M","32.9%","2.97M","0"
