"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"onvi","0.31","0.50","2.125","135.1K","175.0K","-71.9%","-67.2%","39.3M","78.6M","21.2M","none","none","1.61","-1.22","-0.21","0.82","1.16","0.31","none","0.61","68.1M","-96.0M","-101.4M","none","none","Dec 31","none","-50.15%","-59.65%","6.00","0.04","90.9M","780.0K","3.7%","812.0K","8.67","90.0K"
