"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"jsnsy.ob","18.50","19.90","28.38","7,591","0","-12.5%","+2.2%","9.61B","482.7M","477.9M","none","none","14.63","0.61","0.53","52.13","2.57","1.36","32.57","0.38","25.0B","762.4M","292.4M","1.2%","3.0%","Mar 31","none","none","1.93%","4.16%","0.87","0.67","1.24B","none","4"
