"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"catg","12.95","22.80","38.00","9,636","4,000","-25.2%","-19.2%","806.7M","35.4M","25.1M","none","none","6.43","-0.48","-0.04","0.29","6.46","3.55","none","77.71","10.4M","-27.0M","-17.1M","none","none","Sep 30","none","-6.74%","-7.33%","19.41","0","228.2M","0","11.0K","23.0K","1"
