"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"mont","9.625","15.01","15.61","0.19","1,182","1,000","+48.9%","+74.0%","18.1M","1.21M","1.00M","0.22","1.47%","none","14.02","0.28","0.04","9.33","0.43","1.07","53.23","1.61","10.3M","none","312.0K","3.0%","35.9%","June 30","none","0.22%","1.84%","none","none","519.0K","1,000","0.1%","0","0.50","2,000"
