"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"givn","7.20","16.75","18.95","495.0K","+50.1%","+52.2%","419.9M","25.1M","6.80M","none","none","1.57","-1.38","-0.62","0.09","0.74","10.64","none","195.73","1.26M","-15.1M","-17.7M","none","none","Dec 31","none","-81.10%","-118.86%","3.06","0.01","6.56M","none"
