"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"abv","13.20","20.00","28.70","1.29","421.3K","319.0K","-13.3%","+1.3%","7.84B","392.2M","270.0M","0.46","2.31%","none","2.50","0.62","0.62","7.01","1.49","8.01","32.47","2.85","2.64B","693.0M","231.6M","25.6%","16.5%","Dec 31","none","21.66%","28.06%","1.03","0.81","513.5M","496.0K","0.2%","581.0K","1.04","476.0K","1"
