"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"egx","9.51","10.75","24.50","0.63","182","0","-54.3%","-46.6%","10.5M","977.0K","400.0K","none","none","none","13.29","none","none","none","none","0.81","none","none","none","none","none","none","Sep 30","none","none","none","none","none","none","1,000","0.2%","1,000","0"
