"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"ricoy.ob","77.50","98.50","108.00","0","0","+10.1%","+28.6%","13.6B","138.6M","137.2M","none","none","32.32","2.91","0.78","82.63","8.02","3.05","33.86","1.19","12.4B","867.5M","435.6M","3.5%","7.0%","Mar 31","none","3.26%","9.85%","1.03","0.94","1.11B","none","5"
