"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"fdg","14.33","17.35","17.49","44.0K","+6.4%","+7.9%","910.9M","52.5M","52.0M","0.32","1.83%","none","7.05","0.98","0.27","12.21","0.05","2.46","17.65","1.42","641.1M","151.6M","51.6M","8.0%","16.4%","Dec 31","none","8.09%","14.18%","2.13","0.17","2.69M","172.0K","0.3%","704.0K","1.89","91.0K"
