"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"dlnk.ob","0.002","0.003","0.422","735.5K","2.44M","-97.9%","-97.7%","465.0K","155.1M","41.9M","none","none","0","-0.07","-0.01","0.01","0.00","13.45","none","0.32","1.23M","-4.82M","-8.25M","none","none","Dec 31","none","-35.34%","none","0.22","0.52","451.0K","none"
