"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"pfcs.ob","0.022","0.075","0.32","55.8K","87.0K","+87.5%","+119.1%","838.0K","11.2M","3.20M","none","none","-0.03","-0.01","0.01","0.00","none","none","none","144.97","8,000","-120.0K","-233.0K","none","none","Dec 31","none","-92.90%","none","0.23","none","none","none"
