"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"cefc.ob","7.619","10.00","10.70","-0.01","364","0","-3.4%","+12.8%","35.5M","3.55M","2.70M","0.56","5.60%","6.13","0.87","0.22","4.75","1.78","1.63","11.48","2.11","16.7M","none","3.06M","18.3%","Dec 31","none","1.42%","14.85%","none","0","6.29M","none"
