"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"bfr","6.15","6.90","31.49","1.14","110.6K","79.0K","-66.0%","-60.3%","482.2M","69.9M","25.2M","none","14.65","2.59","0.78","16.45","6.78","0.47","2.67","0.42","1.15B","none","180.3M","15.7%","Dec 31","none","none","1.56%","18.27%","none","0.18","532.4M","125.0K","0.5%","186.0K","0.83","151.0K","3"
