"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"rhbt","10.00","11.12","15.00","0.09","2,091","1,000","-22.0%","-8.8%","19.1M","1.72M","1.20M","none","none","9.39","-1.41","0.82","9.88","3.52","1.18","none","1.12","17.1M","none","-2.42M","-14.2%","Dec 31","none","-1.16%","-13.78%","none","0","6.05M","0","0","4,000"
