"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"aib","16.80","22.00","25.813","0.73","103.4K","82.0K","-1.7%","+14.9%","9.67B","439.6M","435.2M","none","16.81","1.48","0.82","11.08","1.79","1.31","14.85","1.99","4.84B","none","647.9M","16.4%","Dec 31","none","1.09%","10.50%","none","0.30","771.7M","42.0K","0.0%","81.0K","0.49","85.0K","2"
