"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"bf","27.15","37.27","47.313","0.79","79.1K","78.0K","-9.5%","+5.7%","22.6B","607.4M","558.8M","1.09","2.92%","none","26.14","9.72","0.18","49.78","1.79","1.43","3.83","0.75","30.8B","4.43B","5.92B","19.2%","6.3%","Dec 31","none","16.36%","38.72%","2.48","0.16","1.10B","431.0K","0.1%","272.0K","5.90","73.0K","1"
