"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"byfc","6.875","12.00","13.10","-0.01","2,273","0","+55.5%","+81.6%","10.9M","910.0K","700.0K","0.20","1.67%","15.99","0.62","0.26","14.91","12.88","0.75","19.26","0.81","12.9M","none","549.0K","4.5%","49.1%","Dec 31","none","0.33%","3.86%","none","none","11.7M","5,000","0.7%","5,000","0"
