"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"trhh.ob","0.07","0.07","0.47","4,909","0","-56.2%","-48.9%","425.0K","6.07M","4.30M","none","-0.02","-0.00","-0.00","0.01","none","none","none","12.11","35.0K","-17.0K","-17.0K","-48.6%","-48.6%","Dec 31","none","-141.67%","none","0.10","none","none","none"
