"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"srhn.ob","0.035","0.049","0.81","42.3K","21.0K","-73.8%","-69.4%","1.41M","28.7M","17.5M","none","none","0.52","0","-0.04","none","0.01","0.10","none","none","0","none","0","none","none","Dec 31","none","0.00%","0.00%","0.79","0.03","294.0K","none"
