"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"csfl","11.25","16.55","16.55","2,773","3,000","+25.4%","+35.6%","46.7M","2.82M","2.40M","0.20","1.21%","none","9.69","0.88","0.23","8.43","7.04","1.71","18.76","1.96","23.9M","none","2.51M","10.5%","Dec 31","none","0.78%","9.62%","none","0","19.8M","0","0","3,000"
