"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"cgxef.ob","0.001","0.305","0.50","0","0","+45.2%","+69.7%","14.1M","46.1M","34.6M","none","none","0.10","-0.01","-0.00","none","0.04","3.01","none","none","0","-620.0K","-593.0K","none","none","Dec 31","none","-11.65%","-11.97%","24.56","0","1.77M","none"
