"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"aed","13.25","17.18","18.00","0.55","11.5K","27.0K","+26.1%","+47.3%","768.6M","44.7M","6.26M","none","none","8.05","0.10","0.08","10.16","11.03","2.13","166.80","1.69","454.6M","none","4.60M","1.0%","Dec 31","none","0.11%","1.34%","none","3.23","493.6M","49.0K","0.8%","3,000","7.00","7,000","165"
