"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"depi.ob","1.125","2.90","4.25","136","1,000","-31.8%","-20.3%","95.3M","32.9M","28.3M","none","-0.01","0","-0.00","none","0","none","none","none","0","none","0","none","none","Sep 30","none","0.00%","none","0.01","none","12.0K","none"
