"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"gnty","10.25","12.49","14.10","-0.10","455","1,000","+13.5%","+32.7%","37.5M","3.00M","1.30M","0.30","2.40%","none","10.55","0.98","0.27","9.92","3.22","1.18","12.72","1.26","30.5M","none","3.01M","9.9%","Dec 31","none","0.71%","10.01%","none","0.22","9.66M","1,000","0.1%","1,000","0"
