"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"nksh","15.125","21.00","25.00","-0.10","1,091","1,000","+32.3%","+54.6%","73.7M","3.51M","3.30M","0.86","4.09%","none","18.70","2.01","0.54","12.86","3.67","1.12","10.47","1.63","45.2M","none","7.04M","15.6%","Dec 31","none","1.16%","11.40%","none","0","12.9M","0","0","0"
