"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"pc","9.00","12.30","19.00","181.3K","346.0K","-16.6%","-2.6%","2.62B","213.2M","183.3M","0.15","1.22%","none","13.40","1.57","0.30","7.66","1.40","0.92","7.83","1.61","1.63B","690.0M","334.0M","20.9%","26.0%","Dec 31","none","6.09%","12.15%","0.77","0.89","299.0M","800.0K","0.4%","606.0K","5.03","159.0K","1"
