"Company","52-Week Low","Recent Price","52-Week High","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"argy","11.92","11.93","11.93","77.5M","6.50M","1.40M","none","none","3.73","-0.26","-0.53","8.97","1.82","3.20","none","1.33","58.2M","903.0K","-1.69M","-2.9%","-2.3%","Aug 31","none","-3.69%","-6.37%","1.37","0.63","11.8M","4,000","0.3%","0","0.57","7,000"
