"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"http.ob","3.60","5.00","8.00","4,727","3,000","-29.8%","-18.0%","289.3M","57.9M","13.9M","none","1.66","-0.65","-0.17","0.01","0.01","3.02","none","541.03","448.0K","-17.1M","-31.9M","none","none","Dec 31","none","-40.29%","-42.83%","0.21","0.03","308.0K","none"
