"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"ibca","3.375","8.30","8.65","0.21","2,455","5,000","+84.4%","+115.5%","32.4M","3.90M","1.40M","none","none","10.01","0.83","0.24","8.87","1.28","0.83","10.00","0.94","34.7M","none","3.25M","9.4%","Dec 31","none","0.76%","8.72%","none","1.88","5.00M","0","0","1,000"
