"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"kvika","20.183","20.183","22.242","0","0","0.0%","-2.7%","1.27B","62.9M","39.6M","none","none","22.35","12.60","0.27","10.40","5.71","0.90","1.60","1.94","654.5M","776.6M","793.0M","121.2%","118.7%","Dec 31","none","33.99%","67.01%","1.82","0","359.6M","0","0","0","1"
