"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"dlex","0.43","0.55","12.00","24.0K","6,000","-95.2%","-94.4%","7.47M","13.6M","6.26M","none","none","10.04","-4.05","-1.29","2.94","5.49","0.06","none","0.19","38.6M","-23.6M","-53.1M","none","none","Dec 31","none","-31.54%","-36.26%","8.19","0.06","72.1M","0","1,000","58.0K","5"
