"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"mobl.ob","4.00","4.00","790.00","115.5K","0","-90.0%","-90.3%","336.0K","84.0K","8,000","none","-6.44","0","-4.59","none","0.14","none","none","none","0","none","0","none","none","Mar 31","none","0.00%","none","0.02","none","12.0K","none"
