"Company","52-Week Low","Recent Price","52-Week High","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"baxs","6.495","6.50","7.00","348.0M","53.5M","9.00M","none","none","0.55","-0.02","-0.03","1.81","0.13","11.85","none","3.59","77.2M","581.0K","-1.58M","-1.4%","-2.2%","Dec 31","none","-1.94%","-15.79%","1.80","0.56","5.90M","none"
