"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"pvr","22.19","23.65","24.95","71.0K","+3.1%","+4.6%","361.8M","15.3M","6.50M","none","none","2.50","0.91","0.26","2.31","0.06","9.44","25.93","10.24","35.3M","26.6M","13.9M","39.4%","67.8%","Dec 31","none","8.61%","42.86%","6.32","3.78","882.0K","307.0K","4.7%","0","0.80","384.0K"
