"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"edii.ob","0.023","0.03","0.32","0.91","38.1K","42.0K","-14.3%","+0.1%","4.67M","155.6M","104.3M","none","none","0.04","0.01","0.01","none","0.01","0.79","2.50","none","none","-635.0K","1.29M","none","-7.3%","Dec 31","none","none","20.34%","25.96%","2.82","0.15","0","none"
