"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"bsdm.ob","0.531","1.005","1.45","1.60","8,545","13.0K","+46.1%","+70.7%","17.7M","17.6M","9.30M","none","none","0.06","-0.01","0.01","0.13","0.03","17.04","none","8.00","2.23M","-166.0K","-214.0K","-9.6%","-10.5%","Aug 31","none","-9.94%","-23.88%","2.00","0","440.0K","none"
