"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"hafc","8.705","14.60","20.00","0.18","10.5K","9,000","+67.7%","+96.0%","183.2M","12.5M","7.90M","none","8.11","1.38","0.35","6.60","4.53","1.80","10.59","2.21","80.8M","none","16.8M","20.8%","Dec 31","none","1.59%","18.45%","none","0","56.8M","18.0K","0.2%","18.0K","2.25","8,000"
