"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"idvb.ob","10.625","12.35","14.25","-0.37","91","0","+8.7%","+27.0%","4.96M","402.0K","300.0K","0.28","2.27%","none","20.63","0.95","0.24","13.75","3.31","0.60","12.95","0.90","5.08M","none","354.0K","7.0%","31.8%","June 30","none","0.49%","4.37%","none","none","1.33M","none"
