"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"fmcb.ob","200.952","250.00","285.00","0","0","+23.8%","+44.7%","179.8M","719.0K","600.0K","7.00","2.80%","140.80","16.90","4.39","93.35","46.42","1.77","14.79","2.68","66.5M","none","12.0M","18.1%","Dec 31","none","1.33%","12.75%","none","0","33.4M","none"
