"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"mrnt","4.00","7.24","8.688","1.55","9,273","19.0K","-0.1%","+16.7%","185.8M","25.7M","24.1M","none","4.14","0.24","-0.25","8.57","2.64","1.75","30.17","0.84","228.7M","14.4M","5.44M","2.4%","2.7%","Apr 30","none","none","2.36%","4.73%","1.52","0.02","127.8M","6,000","0.0%","4,000","0.86","7,000","5"
