"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"erj","10.50","21.10","47.40","552.0K","245.0K","-41.4%","-31.5%","3.28B","155.3M","69.6M","0.64","3.03%","none","none","1.56","none","none","none","none","13.48","none","none","none","none","none","none","Dec 31","none","none","none","none","none","none","658.0K","0.9%","559.0K","1.35","488.0K","4"
