"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"igi","8.50","10.25","12.50","868.0K","200.1M","19.5M","19.3M","none","none","16.13","1.38","0.73","32.16","1.99","0.64","7.41","0.32","628.0M","133.1M","27.0M","4.3%","7.1%","Dec 31","none","5.19%","8.58%","1.63","0","38.9M","none"
