"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"rhhby.ob","67.25","69.80","74.75","0","-1.0%","+0.4%","60.2B","862.6M","750.4M","none","none","21.74","3.68","1.82","20.47","16.54","3.21","18.97","3.41","17.4B","3.13B","3.05B","17.5%","12.8%","Dec 31","none","6.61%","16.29%","2.54","0.70","14.3B","none","1"
