"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"mbfi","12.688","27.20","29.57","0.25","31.6K","124.0K","+111.3%","+146.8%","190.5M","7.00M","5.20M","none","none","14.78","1.80","0.49","15.46","3.98","1.84","15.12","1.76","111.7M","none","13.0M","11.6%","Dec 31","none","0.84%","13.56%","none","0.52","27.9M","58.0K","1.1%","61.0K","2.64","22.0K"
