"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"ctoo","5.25","6.25","9.00","0.44","1,182","1,000","-26.5%","-1.4%","31.8M","5.08M","1.80M","none","none","5.53","0.18","0","52.03","0.41","1.13","33.78","0.12","205.5M","17.7M","979.0K","0.8%","4.9%","Dec 31","none","none","1.21%","3.54%","1.43","2.58","0","0","0","0"
