"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"ochs","2.65","3.75","10.05","0","+11.9%","+13.3%","40.3M","10.7M","8.17M","none","none","8.09","-1.80","-0.99","1.10","4.57","0.46","none","3.42","13.3M","-23.5M","-21.7M","none","none","Dec 31","none","-21.08%","-23.05%","5.14","0.00","51.0M","0","0","0","1"
