"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"hed","3.25","3.34","6.25","27.1K","15.0K","-43.1%","-23.8%","133.0M","39.8M","21.5M","none","none","4.83","0.95","-0.07","10.80","0.41","0.69","3.51","0.31","390.3M","32.9M","31.2M","8.1%","8.1%","Dec 31","none","7.68%","20.55%","2.01","0.57","16.2M","1,000","0.0%","0","0.01","104.0K","1"
