"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"catz","3.45","4.75","17.25","12.3K","13.0K","+16.1%","+38.9%","89.3M","18.8M","5.00M","none","none","2.76","-0.07","0","1.45","2.52","1.72","none","3.27","20.2M","5.28M","-1.16M","-5.7%","-1.7%","Dec 31","none","none","-2.63%","-2.85%","26.80","0","47.7M","3,000","0.1%","11.0K","0.21","14.0K"
