"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"chp","16.35","20.72","22.60","134.0K","+15.9%","+17.3%","542.4M","26.2M","22.2M","0.06","0.27%","9.20","2.26","0.49","22.34","0.78","2.25","9.16","0.93","606.4M","137.0M","61.4M","10.6%","17.9%","Jan 31","none","15.15%","28.53%","2.17","0.47","20.4M","1.02M","4.6%","620.0K","2.99","342.0K"
