"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"csfl","11.25","15.20","16.25","1,727","2,000","+12.2%","+34.2%","42.8M","2.82M","2.40M","none","none","9.46","0.87","0.21","8.36","5.06","1.61","17.45","1.82","23.7M","none","2.47M","10.4%","Dec 31","none","0.79%","9.72%","none","0","14.3M","0","0","1,000"
