"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ads","11.05","16.00","17.40","62.9K","47.0K","+6.7%","+22.4%","1.18B","73.8M","12.6M","none","none","7.02","none","0.01","none","1.47","2.28","none","none","none","none","500.0K","none","none","Dec 31","none","none","none","0.10%","1.20","0.53","78.2M","412.0K","3.3%","8,000","5.89","70.0K"
