"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ntrs","41.40","50.49","92.125","1.23","1.19M","1.29M","-42.1%","-22.3%","11.2B","222.6M","184.8M","0.62","1.23%","11.42","2.21","0.55","none","9.99","4.42","22.86","none","none","none","506.0M","none","Dec 31","none","none","1.41%","21.13%","none","0.39","1.69B","2.83M","1.5%","3.12M","2.42","1.17M"
